id,name,classification,identifiers,sources
usti-nad-labem:org:zastupitelstvo-mesta-usti-nad-labem,Zastupitelstvo města Ústí nad Labem,assembly,[],"[{""url"": ""https://www.usti.cz/cz/uredni-portal/sprava-mesta/mesto-jeho-organy/zastupitelstvo-mesta/zapisy-z-jednani-zm.html"", ""note"": ""usti.cz""}]"
usti-nad-labem:org:group:ano2011,ANO2011,group,[],"[{""url"": ""https://www.usti.cz/cz/uredni-portal/sprava-mesta/mesto-jeho-organy/zastupitelstvo-mesta/zapisy-z-jednani-zm.html"", ""note"": ""usti.cz per-vote klub grouping (mode per meeting), klub 'ANO2011'""}]"
usti-nad-labem:org:group:ods,ODS,group,[],"[{""url"": ""https://www.usti.cz/cz/uredni-portal/sprava-mesta/mesto-jeho-organy/zastupitelstvo-mesta/zapisy-z-jednani-zm.html"", ""note"": ""usti.cz per-vote klub grouping (mode per meeting), klub 'ODS'""}]"
usti-nad-labem:org:group:pro-usti,PRO!Ústí,group,[],"[{""url"": ""https://www.usti.cz/cz/uredni-portal/sprava-mesta/mesto-jeho-organy/zastupitelstvo-mesta/zapisy-z-jednani-zm.html"", ""note"": ""usti.cz per-vote klub grouping (mode per meeting), klub 'PRO!Ústí'""}]"
usti-nad-labem:org:group:spd,SPD,group,[],"[{""url"": ""https://www.usti.cz/cz/uredni-portal/sprava-mesta/mesto-jeho-organy/zastupitelstvo-mesta/zapisy-z-jednani-zm.html"", ""note"": ""usti.cz per-vote klub grouping (mode per meeting), klub 'SPD'""}]"
usti-nad-labem:org:group:ufo,UFO,group,[],"[{""url"": ""https://www.usti.cz/cz/uredni-portal/sprava-mesta/mesto-jeho-organy/zastupitelstvo-mesta/zapisy-z-jednani-zm.html"", ""note"": ""usti.cz per-vote klub grouping (mode per meeting), klub 'UFO'""}]"
usti-nad-labem:org:group:vaseusti,VašeÚstí,group,[],"[{""url"": ""https://www.usti.cz/cz/uredni-portal/sprava-mesta/mesto-jeho-organy/zastupitelstvo-mesta/zapisy-z-jednani-zm.html"", ""note"": ""usti.cz per-vote klub grouping (mode per meeting), klub 'VašeÚstí'""}]"
usti-nad-labem:org:group:nezarazeni,nezařazení,group,[],"[{""url"": ""https://www.usti.cz/cz/uredni-portal/sprava-mesta/mesto-jeho-organy/zastupitelstvo-mesta/zapisy-z-jednani-zm.html"", ""note"": ""usti.cz per-vote klub grouping (mode per meeting), klub 'nezařazení'""}]"
