id,name,given_name,family_name,identifiers,sources
most:person:petr-formanek,Petr Formánek,Petr,Formánek,"[{""scheme"": ""most:zastupko_id"", ""identifier"": ""11""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""zastupko.cz idZastupitel=11""}]"
most:person:jarmila-fuchsova,Jarmila Fuchsová,Jarmila,Fuchsová,"[{""scheme"": ""most:zastupko_id"", ""identifier"": ""12""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""zastupko.cz idZastupitel=12""}]"
most:person:pavel-gal,Pavel Gál,Pavel,Gál,"[{""scheme"": ""most:zastupko_id"", ""identifier"": ""13""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""zastupko.cz idZastupitel=13""}]"
most:person:roman-houska,Roman Houska,Roman,Houska,"[{""scheme"": ""most:zastupko_id"", ""identifier"": ""14""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""zastupko.cz idZastupitel=14""}]"
most:person:helena-houskova,Helena Houšková,Helena,Houšková,"[{""scheme"": ""most:zastupko_id"", ""identifier"": ""15""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""zastupko.cz idZastupitel=15""}]"
most:person:jaroslav-hrvol,Jaroslav Hrvol,Jaroslav,Hrvol,"[{""scheme"": ""most:zastupko_id"", ""identifier"": ""16""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""zastupko.cz idZastupitel=16""}]"
most:person:marek-hrvol,Marek Hrvol,Marek,Hrvol,"[{""scheme"": ""most:zastupko_id"", ""identifier"": ""17""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""zastupko.cz idZastupitel=17""}]"
most:person:ivana-hvezdova,Ivana Hvězdová,Ivana,Hvězdová,"[{""scheme"": ""most:zastupko_id"", ""identifier"": ""18""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""zastupko.cz idZastupitel=18""}]"
most:person:pavla-choteborska,Pavla Chotěborská,Pavla,Chotěborská,"[{""scheme"": ""most:zastupko_id"", ""identifier"": ""19""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""zastupko.cz idZastupitel=19""}]"
most:person:zbynek-jaks,Zbyněk Jakš,Zbyněk,Jakš,"[{""scheme"": ""most:zastupko_id"", ""identifier"": ""20""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""zastupko.cz idZastupitel=20""}]"
most:person:jan-korba,Jan Korba,Jan,Korba,"[{""scheme"": ""most:zastupko_id"", ""identifier"": ""21""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""zastupko.cz idZastupitel=21""}]"
most:person:milan-koznar,Milan Kožnar,Milan,Kožnar,"[{""scheme"": ""most:zastupko_id"", ""identifier"": ""22""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""zastupko.cz idZastupitel=22""}]"
most:person:vladimir-kubik,Vladimír Kubík,Vladimír,Kubík,"[{""scheme"": ""most:zastupko_id"", ""identifier"": ""23""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""zastupko.cz idZastupitel=23""}]"
most:person:tiep-luu-danh,Tiep Luu Danh,Tiep,Luu Danh,"[{""scheme"": ""most:zastupko_id"", ""identifier"": ""24""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""zastupko.cz idZastupitel=24""}]"
most:person:ondrej-malek,Ondřej Málek,Ondřej,Málek,"[{""scheme"": ""most:zastupko_id"", ""identifier"": ""25""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""zastupko.cz idZastupitel=25""}]"
most:person:alois-maly,Alois Malý,Alois,Malý,"[{""scheme"": ""most:zastupko_id"", ""identifier"": ""26""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""zastupko.cz idZastupitel=26""}]"
most:person:lubomira-mejstrikova,Lubomíra Mejstříková,Lubomíra,Mejstříková,"[{""scheme"": ""most:zastupko_id"", ""identifier"": ""27""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""zastupko.cz idZastupitel=27""}]"
most:person:jiri-nedved,Jiří Nedvěd,Jiří,Nedvěd,"[{""scheme"": ""most:zastupko_id"", ""identifier"": ""28""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""zastupko.cz idZastupitel=28""}]"
most:person:jan-paparega,Jan Paparega,Jan,Paparega,"[{""scheme"": ""most:zastupko_id"", ""identifier"": ""29""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""zastupko.cz idZastupitel=29""}]"
most:person:berenika-pestova,Berenika Peštová,Berenika,Peštová,"[{""scheme"": ""most:zastupko_id"", ""identifier"": ""30""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""zastupko.cz idZastupitel=30""}]"
most:person:patricie-prokesova,Patricie Prokešová,Patricie,Prokešová,"[{""scheme"": ""most:zastupko_id"", ""identifier"": ""31""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""zastupko.cz idZastupitel=31""}]"
most:person:milan-rybak,Milan Rybák,Milan,Rybák,"[{""scheme"": ""most:zastupko_id"", ""identifier"": ""32""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""zastupko.cz idZastupitel=32""}]"
most:person:jan-schiller,Jan Schiller,Jan,Schiller,"[{""scheme"": ""most:zastupko_id"", ""identifier"": ""33""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""zastupko.cz idZastupitel=33""}]"
most:person:marketa-stara,Markéta Stará,Markéta,Stará,"[{""scheme"": ""most:zastupko_id"", ""identifier"": ""34""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""zastupko.cz idZastupitel=34""}]"
most:person:martin-strakos,Martin Strakoš,Martin,Strakoš,"[{""scheme"": ""most:zastupko_id"", ""identifier"": ""35""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""zastupko.cz idZastupitel=35""}]"
most:person:jana-skudrnova,Jana Škudrnová,Jana,Škudrnová,"[{""scheme"": ""most:zastupko_id"", ""identifier"": ""36""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""zastupko.cz idZastupitel=36""}]"
most:person:romana-sramkova,Romana Šrámková,Romana,Šrámková,"[{""scheme"": ""most:zastupko_id"", ""identifier"": ""37""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""zastupko.cz idZastupitel=37""}]"
most:person:olga-srutova,Olga Šrůtová,Olga,Šrůtová,"[{""scheme"": ""most:zastupko_id"", ""identifier"": ""38""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""zastupko.cz idZastupitel=38""}]"
most:person:sasa-stembera,Sáša Štembera,Sáša,Štembera,"[{""scheme"": ""most:zastupko_id"", ""identifier"": ""39""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""zastupko.cz idZastupitel=39""}]"
most:person:barbora-stempakova,Barbora Štempáková,Barbora,Štempáková,"[{""scheme"": ""most:zastupko_id"", ""identifier"": ""40""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""zastupko.cz idZastupitel=40""}]"
most:person:jiri-turis,Jiří Turis,Jiří,Turis,"[{""scheme"": ""most:zastupko_id"", ""identifier"": ""41""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""zastupko.cz idZastupitel=41""}]"
most:person:jitka-urbankova-mikulova,Jitka Urbánková Mikulová,Jitka,Urbánková Mikulová,"[{""scheme"": ""most:zastupko_id"", ""identifier"": ""42""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""zastupko.cz idZastupitel=42""}]"
most:person:michal-varga,Michal Varga,Michal,Varga,"[{""scheme"": ""most:zastupko_id"", ""identifier"": ""43""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""zastupko.cz idZastupitel=43""}]"
most:person:vlastimil-vozka,Vlastimil Vozka,Vlastimil,Vozka,"[{""scheme"": ""most:zastupko_id"", ""identifier"": ""44""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""zastupko.cz idZastupitel=44""}]"
most:person:vaclav-zahradnicek,Václav Zahradníček,Václav,Zahradníček,"[{""scheme"": ""most:zastupko_id"", ""identifier"": ""45""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""zastupko.cz idZastupitel=45""}]"
most:person:lenka-bombera-piskacova,Lenka Bombera Piskačová,Lenka,Bombera Piskačová,"[{""scheme"": ""most:zastupko_id"", ""identifier"": ""46""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""zastupko.cz idZastupitel=46""}]"
most:person:stanislav-woznica,Stanislav Woznica,Stanislav,Woznica,"[{""scheme"": ""most:zastupko_id"", ""identifier"": ""47""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""zastupko.cz idZastupitel=47""}]"
most:person:roman-lensky,Roman Lenský,Roman,Lenský,"[{""scheme"": ""most:zastupko_id"", ""identifier"": ""48""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""zastupko.cz idZastupitel=48""}]"
most:person:pavel-lisicky,Pavel Lisický,Pavel,Lisický,"[{""scheme"": ""most:zastupko_id"", ""identifier"": ""49""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""zastupko.cz idZastupitel=49""}]"
