id,name,given_name,family_name,identifiers,sources
pardubice:person:adela-zdrahalova,Adéla Zdráhalová,Adéla,Zdráhalová,[],"[{""url"": ""https://pardubice.eu/zmp-2026"", ""note"": ""pardubice.eu ZmP voting PDFs""}]"
pardubice:person:dominik-becka,Dominik Bečka,Dominik,Bečka,[],"[{""url"": ""https://pardubice.eu/zmp-2026"", ""note"": ""pardubice.eu ZmP voting PDFs""}]"
pardubice:person:dusan-salficky,Dušan Salfický,Dušan,Salfický,[],"[{""url"": ""https://pardubice.eu/zmp-2026"", ""note"": ""pardubice.eu ZmP voting PDFs""}]"
pardubice:person:dusan-stransky,Dušan Stránský,Dušan,Stránský,[],"[{""url"": ""https://pardubice.eu/zmp-2026"", ""note"": ""pardubice.eu ZmP voting PDFs""}]"
pardubice:person:filip-sedlak,Filip Sedlák,Filip,Sedlák,[],"[{""url"": ""https://pardubice.eu/zmp-2026"", ""note"": ""pardubice.eu ZmP voting PDFs""}]"
pardubice:person:filip-stastny,Filip Šťastný,Filip,Šťastný,[],"[{""url"": ""https://pardubice.eu/zmp-2026"", ""note"": ""pardubice.eu ZmP voting PDFs""}]"
pardubice:person:frantisek-brendl,František Brendl,František,Brendl,[],"[{""url"": ""https://pardubice.eu/zmp-2026"", ""note"": ""pardubice.eu ZmP voting PDFs""}]"
pardubice:person:frantisek-nemec,František Němec,František,Němec,[],"[{""url"": ""https://pardubice.eu/zmp-2026"", ""note"": ""pardubice.eu ZmP voting PDFs""}]"
pardubice:person:helena-dvorackova,Helena Dvořáčková,Helena,Dvořáčková,[],"[{""url"": ""https://pardubice.eu/zmp-2026"", ""note"": ""pardubice.eu ZmP voting PDFs""}]"
pardubice:person:ivana-bohmova,Ivana Böhmová,Ivana,Böhmová,[],"[{""url"": ""https://pardubice.eu/zmp-2026"", ""note"": ""pardubice.eu ZmP voting PDFs""}]"
pardubice:person:jakub-rychtecky,Jakub Rychtecký,Jakub,Rychtecký,[],"[{""url"": ""https://pardubice.eu/zmp-2026"", ""note"": ""pardubice.eu ZmP voting PDFs""}]"
