id,name,given_name,family_name,identifiers,sources
brno:person:marek-lahoda,Marek Lahoda,Marek,Lahoda,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""110""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=110""}]"
brno:person:monika-lukasova-spilkova,Monika Lukášová Spilková,Monika,Lukášová Spilková,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""111""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=111""}]"
brno:person:adam-zemek,Adam Zemek,Adam,Zemek,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""112""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=112""}]"
brno:person:tomas-anderle,Tomáš Anderle,Tomáš,Anderle,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""113""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=113""}]"
brno:person:blanka-borovska,Blanka Borovská,Blanka,Borovská,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""114""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=114""}]"
brno:person:petr-levicek,Petr Levíček,Petr,Levíček,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""115""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=115""}]"
brno:person:leos-prokes,Leoš Prokeš,Leoš,Prokeš,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""116""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=116""}]"
brno:person:tomas-skricka,Tomáš Skřička,Tomáš,Skřička,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""117""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=117""}]"
brno:person:jana-drapalova,Jana Drápalová,Jana,Drápalová,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""118""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=118""}]"
brno:person:jasna-flamikova,Jasna Flamiková,Jasna,Flamiková,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""119""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=119""}]"
brno:person:matej-hollan,Matěj Hollan,Matěj,Hollan,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""120""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=120""}]"
brno:person:petr-borecky-121,Petr Bořecký,Petr,Bořecký,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""121""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=121""}]"
brno:person:tomas-hejl,Tomáš Hejl,Tomáš,Hejl,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""122""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=122""}]"
brno:person:sabina-benesova,Sabina Benešová,Sabina,Benešová,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""123""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=123""}]"
