id,name,given_name,family_name,identifiers,sources
brno:person:marketa-vankova,Markéta Vaňková,Markéta,Vaňková,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""1""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=1""}]"
brno:person:petr-borecky-3,Petr Bořecký,Petr,Bořecký,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""3""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=3""}]"
brno:person:rene-cerny,René Černý,René,Černý,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""4""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=4""}]"
brno:person:katerina-jarosova,Kateřina Jarošová,Kateřina,Jarošová,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""8""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=8""}]"
brno:person:karel-kalivoda,Karel Kalivoda,Karel,Kalivoda,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""9""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=9""}]"
brno:person:rene-novotny,René Novotný,René,Novotný,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""14""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=14""}]"
brno:person:vit-prygl,Vít Prýgl,Vít,Prýgl,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""16""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=16""}]"
brno:person:jiri-oliva,Jiří Oliva,Jiří,Oliva,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""21""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=21""}]"
brno:person:marek-viskot,Marek Viskot,Marek,Viskot,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""24""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=24""}]"
brno:person:petr-hladik,Petr Hladík,Petr,Hladík,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""27""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=27""}]"
brno:person:filip-chvatal,Filip Chvátal,Filip,Chvátal,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""28""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=28""}]"
brno:person:jitka-ivicicova,Jitka Ivičičová,Jitka,Ivičičová,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""29""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=29""}]"
brno:person:filip-leder,Filip Leder,Filip,Leder,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""30""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=30""}]"
brno:person:jaroslav-suchy,Jaroslav Suchý,Jaroslav,Suchý,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""32""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=32""}]"
brno:person:david-grund,David Grund,David,Grund,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""34""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=34""}]"
brno:person:jiri-herman,Jiří Herman,Jiří,Herman,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""35""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=35""}]"
brno:person:michal-chladek,Michal Chládek,Michal,Chládek,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""36""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=36""}]"
brno:person:robert-kerndl,Robert Kerndl,Robert,Kerndl,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""39""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=39""}]"
brno:person:petr-kratochvil,Petr Kratochvíl,Petr,Kratochvíl,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""40""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=40""}]"
brno:person:andrea-pazderova,Andrea Pazderová,Andrea,Pazderová,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""41""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=41""}]"
brno:person:martin-priborsky,Martin Příborský,Martin,Příborský,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""43""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=43""}]"
brno:person:david-trllo,David Trllo,David,Trllo,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""45""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=45""}]"
brno:person:tomas-kolacny,Tomáš Koláčný,Tomáš,Koláčný,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""49""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=49""}]"
brno:person:jiri-kment,Jiří Kment,Jiří,Kment,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""53""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=53""}]"
brno:person:kristyna-cerna,Kristýna Černá,Kristýna,Černá,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""56""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=56""}]"
brno:person:karin-podivinska,Karin Podivinská,Karin,Podivinská,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""91""}, {""scheme"": ""brno:former_name"", ""identifier"": ""Karin Karasová""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=91""}]"
brno:person:petr-bauer,Petr Bauer,Petr,Bauer,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""92""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=92""}]"
brno:person:alena-gruberova,Alena Gruberová,Alena,Gruberová,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""93""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=93""}]"
brno:person:pavel-kriz,Pavel Kříž,Pavel,Kříž,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""94""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=94""}]"
brno:person:miroslav-kubasek,Miroslav Kubásek,Miroslav,Kubásek,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""95""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=95""}]"
brno:person:pavel-outrata,Pavel Outrata,Pavel,Outrata,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""96""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=96""}]"
brno:person:daniel-struz,Daniel Struž,Daniel,Struž,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""97""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=97""}]"
brno:person:bretislav-stefan,Břetislav Štefan,Břetislav,Štefan,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""98""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=98""}]"
brno:person:jakub-hruska,Jakub Hruška,Jakub,Hruška,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""99""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=99""}]"
brno:person:martin-malecek,Martin Maleček,Martin,Maleček,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""100""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=100""}]"
brno:person:michal-marek,Michal Marek,Michal,Marek,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""101""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=101""}]"
brno:person:irena-matonohova,Irena Matonohová,Irena,Matonohová,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""102""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=102""}]"
brno:person:radomir-vondra,Radomír Vondra,Radomír,Vondra,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""103""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=103""}]"
brno:person:tomas-aberl,Tomáš Aberl,Tomáš,Aberl,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""104""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=104""}]"
brno:person:vladan-krasny,Vladan Krásný,Vladan,Krásný,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""105""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=105""}]"
brno:person:anna-putnova,Anna Putnová,Anna,Putnová,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""106""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=106""}]"
brno:person:dagmar-seidlova,Dagmar Seidlová,Dagmar,Seidlová,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""107""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=107""}]"
brno:person:pavel-urubek,Pavel Urubek,Pavel,Urubek,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""108""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=108""}]"
brno:person:libor-zabransky,Libor Zábranský,Libor,Zábranský,"[{""scheme"": ""brno:zastupko_id"", ""identifier"": ""109""}]","[{""url"": ""https://brno.zastupko.cz/flask/brno/zastupitelstvo/9/dataset"", ""note"": ""zastupko.cz idZastupitel=109""}]"
