id,name,given_name,family_name,identifiers,sources
ostrava:person:ales-bohac,Aleš Boháč,Aleš,Boháč,"[{""scheme"": ""ostrava:academic_title"", ""identifier"": ""Bc.""}]","[{""url"": ""https://www.ostrava.cz/uloziste/zastupitelstvo/vysledky_hlasovani/vo2226/"", ""note"": ""Name/title as last observed across 2 distinct variant(s) seen on vote pages: ['Bc. Aleš Boháč', 'Bc. Aleš Boháč, MBA']""}]"
ostrava:person:ales-linhart,Aleš Linhart,Aleš,Linhart,"[{""scheme"": ""ostrava:academic_title"", ""identifier"": ""Ing.""}]","[{""url"": ""https://www.ostrava.cz/uloziste/zastupitelstvo/vysledky_hlasovani/vo2226/"", ""note"": ""Name/title as last observed across 1 distinct variant(s) seen on vote pages: ['Ing. Aleš Linhart']""}]"
ostrava:person:andrea-hoffmannova,Andrea Hoffmannová,Andrea,Hoffmannová,"[{""scheme"": ""ostrava:academic_title"", ""identifier"": ""Mgr.""}]","[{""url"": ""https://www.ostrava.cz/uloziste/zastupitelstvo/vysledky_hlasovani/vo2226/"", ""note"": ""Name/title as last observed across 2 distinct variant(s) seen on vote pages: ['Mgr. Andrea Hoffmannová', 'Mgr. Andrea Hoffmannová, Ph.D.']""}]"
ostrava:person:bretislav-riger,Břetislav Riger,Břetislav,Riger,"[{""scheme"": ""ostrava:academic_title"", ""identifier"": ""Ing.""}]","[{""url"": ""https://www.ostrava.cz/uloziste/zastupitelstvo/vysledky_hlasovani/vo2226/"", ""note"": ""Name/title as last observed across 1 distinct variant(s) seen on vote pages: ['Ing. Břetislav Riger']""}]"
ostrava:person:dagmar-machackova,Dagmar Macháčková,Dagmar,Macháčková,"[{""scheme"": ""ostrava:academic_title"", ""identifier"": ""Mgr.""}]","[{""url"": ""https://www.ostrava.cz/uloziste/zastupitelstvo/vysledky_hlasovani/vo2226/"", ""note"": ""Name/title as last observed across 3 distinct variant(s) seen on vote pages: ['Bc. Dagmar Macháčková, MPA', 'Mgr. Dagmar Macháčková', 'Mgr. Dagmar Macháčková, MPA']""}]"
ostrava:person:david-witosz,David Witosz,David,Witosz,"[{""scheme"": ""ostrava:academic_title"", ""identifier"": ""Ing.""}]","[{""url"": ""https://www.ostrava.cz/uloziste/zastupitelstvo/vysledky_hlasovani/vo2226/"", ""note"": ""Name/title as last observed across 1 distinct variant(s) seen on vote pages: ['Ing. David Witosz']""}]"
ostrava:person:filip-cmiel,Filip Čmiel,Filip,Čmiel,"[{""scheme"": ""ostrava:academic_title"", ""identifier"": ""Ing.""}]","[{""url"": ""https://www.ostrava.cz/uloziste/zastupitelstvo/vysledky_hlasovani/vo2226/"", ""note"": ""Name/title as last observed across 2 distinct variant(s) seen on vote pages: ['Ing. Filip Čmiel', 'Ing. Filip Čmiel, Ph.D.']""}]"
ostrava:person:frantisek-kolarik,František Kolařík,František,Kolařík,"[{""scheme"": ""ostrava:academic_title"", ""identifier"": ""Ing.""}]","[{""url"": ""https://www.ostrava.cz/uloziste/zastupitelstvo/vysledky_hlasovani/vo2226/"", ""note"": ""Name/title as last observed across 1 distinct variant(s) seen on vote pages: ['Ing. František Kolařík']""}]"
ostrava:person:gabriela-postulkova,Gabriela Poštulková,Gabriela,Poštulková,[],"[{""url"": ""https://www.ostrava.cz/uloziste/zastupitelstvo/vysledky_hlasovani/vo2226/"", ""note"": ""Name/title as last observed across 1 distinct variant(s) seen on vote pages: ['Gabriela Poštulková']""}]"
ostrava:person:hana-tichankova,Hana Tichánková,Hana,Tichánková,"[{""scheme"": ""ostrava:academic_title"", ""identifier"": ""Ing.""}]","[{""url"": ""https://www.ostrava.cz/uloziste/zastupitelstvo/vysledky_hlasovani/vo2226/"", ""note"": ""Name/title as last observed across 1 distinct variant(s) seen on vote pages: ['Ing. Hana Tichánková']""}]"
ostrava:person:iveta-voznakova,Iveta Vozňáková,Iveta,Vozňáková,"[{""scheme"": ""ostrava:academic_title"", ""identifier"": ""doc. Ing.""}]","[{""url"": ""https://www.ostrava.cz/uloziste/zastupitelstvo/vysledky_hlasovani/vo2226/"", ""note"": ""Name/title as last observed across 2 distinct variant(s) seen on vote pages: ['doc. Ing. Iveta Vozňáková', 'doc. Ing. Iveta Vozňáková, Ph.D.']""}]"
