vote_event_id,voter_id,voter_type,option
ostrava:vote-event:202201-0001,ostrava:person:zuzana-bajgarova,person,abstain
ostrava:vote-event:202201-0001,ostrava:person:lucie-barankova,person,no
ostrava:vote-event:202201-0001,ostrava:person:martin-bednar,person,abstain
ostrava:vote-event:202201-0001,ostrava:person:tomas-gemela,person,yes
ostrava:vote-event:202201-0001,ostrava:person:martin-kret,person,yes
ostrava:vote-event:202201-0001,ostrava:person:marketa-langrova,person,yes
ostrava:vote-event:202201-0001,ostrava:person:tomas-macura,person,no
ostrava:vote-event:202201-0001,ostrava:person:dagmar-machackova,person,no
ostrava:vote-event:202201-0001,ostrava:person:karel-malik,person,no
ostrava:vote-event:202201-0001,ostrava:person:margareta-michopulu,person,yes
ostrava:vote-event:202201-0001,ostrava:person:ondrej-nemecek,person,no
ostrava:vote-event:202201-0001,ostrava:person:miroslav-otisk,person,yes
ostrava:vote-event:202201-0001,ostrava:person:maxim-pachomov,person,yes
ostrava:vote-event:202201-0001,ostrava:person:zdenek-rodek,person,yes
ostrava:vote-event:202201-0001,ostrava:person:ondrej-sliva,person,yes
ostrava:vote-event:202201-0001,ostrava:person:katerina-sebestova,person,yes
ostrava:vote-event:202201-0001,ostrava:person:hana-tichankova,person,yes
ostrava:vote-event:202201-0001,ostrava:person:jaroslav-trnovec,person,abstain
ostrava:vote-event:202201-0001,ostrava:person:jiri-vavra,person,yes
ostrava:vote-event:202201-0001,ostrava:person:richard-veres,person,no
ostrava:vote-event:202201-0001,ostrava:person:petr-veselka,person,yes
ostrava:vote-event:202201-0001,ostrava:person:martin-drastich,person,yes
ostrava:vote-event:202201-0001,ostrava:person:tomas-malek,person,yes
ostrava:vote-event:202201-0001,ostrava:person:michal-marianek,person,no
ostrava:vote-event:202201-0001,ostrava:person:petr-mika,person,no
ostrava:vote-event:202201-0001,ostrava:person:tomas-pavliska,person,yes
ostrava:vote-event:202201-0001,ostrava:person:vladimir-polak,person,yes
ostrava:vote-event:202201-0001,ostrava:person:lukas-semerak,person,yes
ostrava:vote-event:202201-0001,ostrava:person:iveta-voznakova,person,abstain
ostrava:vote-event:202201-0001,ostrava:person:filip-cmiel,person,abstain
ostrava:vote-event:202201-0001,ostrava:person:peter-harvanek,person,yes
ostrava:vote-event:202201-0001,ostrava:person:marie-malcharova,person,yes
ostrava:vote-event:202201-0001,ostrava:person:libor-pavel,person,yes
ostrava:vote-event:202201-0001,ostrava:person:gabriela-postulkova,person,yes
ostrava:vote-event:202201-0001,ostrava:person:jan-sila,person,yes
ostrava:vote-event:202201-0001,ostrava:person:robert-stary,person,absent
ostrava:vote-event:202201-0001,ostrava:person:vladimir-ciganek,person,yes
ostrava:vote-event:202201-0001,ostrava:person:jan-dohnal,person,no
ostrava:vote-event:202201-0001,ostrava:person:frantisek-kolarik,person,yes
ostrava:vote-event:202201-0001,ostrava:person:petr-psotka,person,yes
ostrava:vote-event:202201-0001,ostrava:person:miroslav-svozil,person,yes
ostrava:vote-event:202201-0001,ostrava:person:radana-zapletalova,person,yes
ostrava:vote-event:202201-0001,ostrava:person:ales-bohac,person,yes
ostrava:vote-event:202201-0001,ostrava:person:patrik-hujdus,person,abstain
ostrava:vote-event:202201-0001,ostrava:person:jiri-jurecek,person,abstain
ostrava:vote-event:202201-0001,ostrava:person:tomas-vytisk,person,yes
ostrava:vote-event:202201-0001,ostrava:person:regina-gogelova,person,no
ostrava:vote-event:202201-0001,ostrava:person:michal-horinek,person,yes
ostrava:vote-event:202201-0001,ostrava:person:zbynek-prazak,person,yes
ostrava:vote-event:202201-0001,ostrava:person:josef-babka,person,yes
ostrava:vote-event:202201-0001,ostrava:person:martin-juroska,person,yes
ostrava:vote-event:202201-0001,ostrava:person:vit-machacek,person,no
ostrava:vote-event:202201-0001,ostrava:person:andrea-hoffmannova,person,yes
ostrava:vote-event:202201-0001,ostrava:person:rostislav-reha,person,no
ostrava:vote-event:202201-0001,ostrava:person:david-witosz,person,abstain
ostrava:vote-event:202201-0002,ostrava:person:zuzana-bajgarova,person,yes
ostrava:vote-event:202201-0002,ostrava:person:lucie-barankova,person,yes
ostrava:vote-event:202201-0002,ostrava:person:martin-bednar,person,yes
ostrava:vote-event:202201-0002,ostrava:person:tomas-gemela,person,yes
ostrava:vote-event:202201-0002,ostrava:person:martin-kret,person,yes
ostrava:vote-event:202201-0002,ostrava:person:marketa-langrova,person,yes
ostrava:vote-event:202201-0002,ostrava:person:tomas-macura,person,yes
ostrava:vote-event:202201-0002,ostrava:person:dagmar-machackova,person,yes
ostrava:vote-event:202201-0002,ostrava:person:karel-malik,person,yes
ostrava:vote-event:202201-0002,ostrava:person:margareta-michopulu,person,yes
ostrava:vote-event:202201-0002,ostrava:person:ondrej-nemecek,person,yes
ostrava:vote-event:202201-0002,ostrava:person:miroslav-otisk,person,yes
ostrava:vote-event:202201-0002,ostrava:person:maxim-pachomov,person,yes
ostrava:vote-event:202201-0002,ostrava:person:zdenek-rodek,person,yes
ostrava:vote-event:202201-0002,ostrava:person:ondrej-sliva,person,yes
ostrava:vote-event:202201-0002,ostrava:person:katerina-sebestova,person,yes
ostrava:vote-event:202201-0002,ostrava:person:hana-tichankova,person,yes
ostrava:vote-event:202201-0002,ostrava:person:jaroslav-trnovec,person,yes
ostrava:vote-event:202201-0002,ostrava:person:jiri-vavra,person,yes
ostrava:vote-event:202201-0002,ostrava:person:richard-veres,person,yes
ostrava:vote-event:202201-0002,ostrava:person:petr-veselka,person,yes
ostrava:vote-event:202201-0002,ostrava:person:martin-drastich,person,yes
ostrava:vote-event:202201-0002,ostrava:person:tomas-malek,person,yes
