vote_event_id;date;sitting_number;topic;topic_description;member;vote;vote_source;yes_count;no_count;abstain_count;present_count;source_url
2022-11-23-003;2022-11-23;2;Pravidla pro poskytování cestovních náhrad členům zastupitelstva;ZM schvaluje v souladu s ust. § 84 odst. 2 písm. u) a ust. § 81 zákona č. 128/2000 Sb. o obcích v platném znění následující pravidla pro poskytování cestovních náhrad členům zastupitelstva města Plasy s účinností od 12.10.2022: l. Za pravidelné pracoviště člena zastupitelstva se pro účely cestovních náhrad považuje místo jeho trvalého pobytu. 2. Dobu a místo nástupu a ukončení pracovní cesty, místo plněni úkolů, způsob dopravy a ubytování, příp. další podmínky pracovní cesty určuje Členům zastupitelstva před zahájením pracovní cesty písemně starosta. 3. Vznikne-li Členovi zastupitelstva nárok na stravné, náleží mu ve výši dolní sazby ŕo@ětí stanoveného zákoníkem práce, resp. prováděcím předpisem pro zaměstnance, jejichž zaměstnavatelem je územní samosprávný celek. 4. Cestovní náhrady neupravené těmito pravidly se řídí příslušnými ustanoveními zákoníku práce platnými pro zaměstnance, jejichž zaměstnavatelem je územní samosprávný celek;Kovářík Petr;yes;inferred by count balance;15;0;0;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-003;2022-11-23;2;Pravidla pro poskytování cestovních náhrad členům zastupitelstva;ZM schvaluje v souladu s ust. § 84 odst. 2 písm. u) a ust. § 81 zákona č. 128/2000 Sb. o obcích v platném znění následující pravidla pro poskytování cestovních náhrad členům zastupitelstva města Plasy s účinností od 12.10.2022: l. Za pravidelné pracoviště člena zastupitelstva se pro účely cestovních náhrad považuje místo jeho trvalého pobytu. 2. Dobu a místo nástupu a ukončení pracovní cesty, místo plněni úkolů, způsob dopravy a ubytování, příp. další podmínky pracovní cesty určuje Členům zastupitelstva před zahájením pracovní cesty písemně starosta. 3. Vznikne-li Členovi zastupitelstva nárok na stravné, náleží mu ve výši dolní sazby ŕo@ětí stanoveného zákoníkem práce, resp. prováděcím předpisem pro zaměstnance, jejichž zaměstnavatelem je územní samosprávný celek. 4. Cestovní náhrady neupravené těmito pravidly se řídí příslušnými ustanoveními zákoníku práce platnými pro zaměstnance, jejichž zaměstnavatelem je územní samosprávný celek;Neuman Petr;yes;inferred by count balance;15;0;0;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-003;2022-11-23;2;Pravidla pro poskytování cestovních náhrad členům zastupitelstva;ZM schvaluje v souladu s ust. § 84 odst. 2 písm. u) a ust. § 81 zákona č. 128/2000 Sb. o obcích v platném znění následující pravidla pro poskytování cestovních náhrad členům zastupitelstva města Plasy s účinností od 12.10.2022: l. Za pravidelné pracoviště člena zastupitelstva se pro účely cestovních náhrad považuje místo jeho trvalého pobytu. 2. Dobu a místo nástupu a ukončení pracovní cesty, místo plněni úkolů, způsob dopravy a ubytování, příp. další podmínky pracovní cesty určuje Členům zastupitelstva před zahájením pracovní cesty písemně starosta. 3. Vznikne-li Členovi zastupitelstva nárok na stravné, náleží mu ve výši dolní sazby ŕo@ětí stanoveného zákoníkem práce, resp. prováděcím předpisem pro zaměstnance, jejichž zaměstnavatelem je územní samosprávný celek. 4. Cestovní náhrady neupravené těmito pravidly se řídí příslušnými ustanoveními zákoníku práce platnými pro zaměstnance, jejichž zaměstnavatelem je územní samosprávný celek;Novotný Jiří;yes;inferred by count balance;15;0;0;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-003;2022-11-23;2;Pravidla pro poskytování cestovních náhrad členům zastupitelstva;ZM schvaluje v souladu s ust. § 84 odst. 2 písm. u) a ust. § 81 zákona č. 128/2000 Sb. o obcích v platném znění následující pravidla pro poskytování cestovních náhrad členům zastupitelstva města Plasy s účinností od 12.10.2022: l. Za pravidelné pracoviště člena zastupitelstva se pro účely cestovních náhrad považuje místo jeho trvalého pobytu. 2. Dobu a místo nástupu a ukončení pracovní cesty, místo plněni úkolů, způsob dopravy a ubytování, příp. další podmínky pracovní cesty určuje Členům zastupitelstva před zahájením pracovní cesty písemně starosta. 3. Vznikne-li Členovi zastupitelstva nárok na stravné, náleží mu ve výši dolní sazby ŕo@ětí stanoveného zákoníkem práce, resp. prováděcím předpisem pro zaměstnance, jejichž zaměstnavatelem je územní samosprávný celek. 4. Cestovní náhrady neupravené těmito pravidly se řídí příslušnými ustanoveními zákoníku práce platnými pro zaměstnance, jejichž zaměstnavatelem je územní samosprávný celek;Palmová Eliška;yes;inferred by count balance;15;0;0;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-003;2022-11-23;2;Pravidla pro poskytování cestovních náhrad členům zastupitelstva;ZM schvaluje v souladu s ust. § 84 odst. 2 písm. u) a ust. § 81 zákona č. 128/2000 Sb. o obcích v platném znění následující pravidla pro poskytování cestovních náhrad členům zastupitelstva města Plasy s účinností od 12.10.2022: l. Za pravidelné pracoviště člena zastupitelstva se pro účely cestovních náhrad považuje místo jeho trvalého pobytu. 2. Dobu a místo nástupu a ukončení pracovní cesty, místo plněni úkolů, způsob dopravy a ubytování, příp. další podmínky pracovní cesty určuje Členům zastupitelstva před zahájením pracovní cesty písemně starosta. 3. Vznikne-li Členovi zastupitelstva nárok na stravné, náleží mu ve výši dolní sazby ŕo@ětí stanoveného zákoníkem práce, resp. prováděcím předpisem pro zaměstnance, jejichž zaměstnavatelem je územní samosprávný celek. 4. Cestovní náhrady neupravené těmito pravidly se řídí příslušnými ustanoveními zákoníku práce platnými pro zaměstnance, jejichž zaměstnavatelem je územní samosprávný celek;Pfeifer Lukáš;yes;inferred by count balance;15;0;0;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-003;2022-11-23;2;Pravidla pro poskytování cestovních náhrad členům zastupitelstva;ZM schvaluje v souladu s ust. § 84 odst. 2 písm. u) a ust. § 81 zákona č. 128/2000 Sb. o obcích v platném znění následující pravidla pro poskytování cestovních náhrad členům zastupitelstva města Plasy s účinností od 12.10.2022: l. Za pravidelné pracoviště člena zastupitelstva se pro účely cestovních náhrad považuje místo jeho trvalého pobytu. 2. Dobu a místo nástupu a ukončení pracovní cesty, místo plněni úkolů, způsob dopravy a ubytování, příp. další podmínky pracovní cesty určuje Členům zastupitelstva před zahájením pracovní cesty písemně starosta. 3. Vznikne-li Členovi zastupitelstva nárok na stravné, náleží mu ve výši dolní sazby ŕo@ětí stanoveného zákoníkem práce, resp. prováděcím předpisem pro zaměstnance, jejichž zaměstnavatelem je územní samosprávný celek. 4. Cestovní náhrady neupravené těmito pravidly se řídí příslušnými ustanoveními zákoníku práce platnými pro zaměstnance, jejichž zaměstnavatelem je územní samosprávný celek;Škop Michal;yes;inferred by count balance;15;0;0;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-003;2022-11-23;2;Pravidla pro poskytování cestovních náhrad členům zastupitelstva;ZM schvaluje v souladu s ust. § 84 odst. 2 písm. u) a ust. § 81 zákona č. 128/2000 Sb. o obcích v platném znění následující pravidla pro poskytování cestovních náhrad členům zastupitelstva města Plasy s účinností od 12.10.2022: l. Za pravidelné pracoviště člena zastupitelstva se pro účely cestovních náhrad považuje místo jeho trvalého pobytu. 2. Dobu a místo nástupu a ukončení pracovní cesty, místo plněni úkolů, způsob dopravy a ubytování, příp. další podmínky pracovní cesty určuje Členům zastupitelstva před zahájením pracovní cesty písemně starosta. 3. Vznikne-li Členovi zastupitelstva nárok na stravné, náleží mu ve výši dolní sazby ŕo@ětí stanoveného zákoníkem práce, resp. prováděcím předpisem pro zaměstnance, jejichž zaměstnavatelem je územní samosprávný celek. 4. Cestovní náhrady neupravené těmito pravidly se řídí příslušnými ustanoveními zákoníku práce platnými pro zaměstnance, jejichž zaměstnavatelem je územní samosprávný celek;Tyrpeklová Zdenka;yes;inferred by count balance;15;0;0;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-003;2022-11-23;2;Pravidla pro poskytování cestovních náhrad členům zastupitelstva;ZM schvaluje v souladu s ust. § 84 odst. 2 písm. u) a ust. § 81 zákona č. 128/2000 Sb. o obcích v platném znění následující pravidla pro poskytování cestovních náhrad členům zastupitelstva města Plasy s účinností od 12.10.2022: l. Za pravidelné pracoviště člena zastupitelstva se pro účely cestovních náhrad považuje místo jeho trvalého pobytu. 2. Dobu a místo nástupu a ukončení pracovní cesty, místo plněni úkolů, způsob dopravy a ubytování, příp. další podmínky pracovní cesty určuje Členům zastupitelstva před zahájením pracovní cesty písemně starosta. 3. Vznikne-li Členovi zastupitelstva nárok na stravné, náleží mu ve výši dolní sazby ŕo@ětí stanoveného zákoníkem práce, resp. prováděcím předpisem pro zaměstnance, jejichž zaměstnavatelem je územní samosprávný celek. 4. Cestovní náhrady neupravené těmito pravidly se řídí příslušnými ustanoveními zákoníku práce platnými pro zaměstnance, jejichž zaměstnavatelem je územní samosprávný celek;Urbanová Veronika;yes;inferred by count balance;15;0;0;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-004;2022-11-23;2;Příspěvek na úhradu zvýšených nákladů na úpravu zevnějšku;ZM schvaluje v souladu s ust. § 80 a ust. § 84 odst. 2 písm. O) zákona č. 128/2000 Sb., o obcích v platném znění, příspěvek pro uvolněné a neuvolněné členy ZM Plasy na úhradu zvýšených nákladů na úpravu zevnějšku v souvislosti se zastupováním města na veřejných občanských obřadech a v souvislosti s přijímáním prohlášení o uzavření manželství, a to ve výši 300,-kč za každý jednotlivý obřad, kdy pověřený člen ZM tuto Činnost vykonával;Belbl Emanuel;yes;inferred by count balance;13;0;2;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-004;2022-11-23;2;Příspěvek na úhradu zvýšených nákladů na úpravu zevnějšku;ZM schvaluje v souladu s ust. § 80 a ust. § 84 odst. 2 písm. O) zákona č. 128/2000 Sb., o obcích v platném znění, příspěvek pro uvolněné a neuvolněné členy ZM Plasy na úhradu zvýšených nákladů na úpravu zevnějšku v souvislosti se zastupováním města na veřejných občanských obřadech a v souvislosti s přijímáním prohlášení o uzavření manželství, a to ve výši 300,-kč za každý jednotlivý obřad, kdy pověřený člen ZM tuto Činnost vykonával;Gross Václav;yes;inferred by count balance;13;0;2;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-004;2022-11-23;2;Příspěvek na úhradu zvýšených nákladů na úpravu zevnějšku;ZM schvaluje v souladu s ust. § 80 a ust. § 84 odst. 2 písm. O) zákona č. 128/2000 Sb., o obcích v platném znění, příspěvek pro uvolněné a neuvolněné členy ZM Plasy na úhradu zvýšených nákladů na úpravu zevnějšku v souvislosti se zastupováním města na veřejných občanských obřadech a v souvislosti s přijímáním prohlášení o uzavření manželství, a to ve výši 300,-kč za každý jednotlivý obřad, kdy pověřený člen ZM tuto Činnost vykonával;Hanzlíček Zdeněk;abstain;named in minutes;13;0;2;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-004;2022-11-23;2;Příspěvek na úhradu zvýšených nákladů na úpravu zevnějšku;ZM schvaluje v souladu s ust. § 80 a ust. § 84 odst. 2 písm. O) zákona č. 128/2000 Sb., o obcích v platném znění, příspěvek pro uvolněné a neuvolněné členy ZM Plasy na úhradu zvýšených nákladů na úpravu zevnějšku v souvislosti se zastupováním města na veřejných občanských obřadech a v souvislosti s přijímáním prohlášení o uzavření manželství, a to ve výši 300,-kč za každý jednotlivý obřad, kdy pověřený člen ZM tuto Činnost vykonával;Ježková Martina;yes;inferred by count balance;13;0;2;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-004;2022-11-23;2;Příspěvek na úhradu zvýšených nákladů na úpravu zevnějšku;ZM schvaluje v souladu s ust. § 80 a ust. § 84 odst. 2 písm. O) zákona č. 128/2000 Sb., o obcích v platném znění, příspěvek pro uvolněné a neuvolněné členy ZM Plasy na úhradu zvýšených nákladů na úpravu zevnějšku v souvislosti se zastupováním města na veřejných občanských obřadech a v souvislosti s přijímáním prohlášení o uzavření manželství, a to ve výši 300,-kč za každý jednotlivý obřad, kdy pověřený člen ZM tuto Činnost vykonával;Kantor Pořádková Eva;yes;inferred by count balance;13;0;2;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-004;2022-11-23;2;Příspěvek na úhradu zvýšených nákladů na úpravu zevnějšku;ZM schvaluje v souladu s ust. § 80 a ust. § 84 odst. 2 písm. O) zákona č. 128/2000 Sb., o obcích v platném znění, příspěvek pro uvolněné a neuvolněné členy ZM Plasy na úhradu zvýšených nákladů na úpravu zevnějšku v souvislosti se zastupováním města na veřejných občanských obřadech a v souvislosti s přijímáním prohlášení o uzavření manželství, a to ve výši 300,-kč za každý jednotlivý obřad, kdy pověřený člen ZM tuto Činnost vykonával;Bezdíčková Jitka;yes;inferred by count balance;13;0;2;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-004;2022-11-23;2;Příspěvek na úhradu zvýšených nákladů na úpravu zevnějšku;ZM schvaluje v souladu s ust. § 80 a ust. § 84 odst. 2 písm. O) zákona č. 128/2000 Sb., o obcích v platném znění, příspěvek pro uvolněné a neuvolněné členy ZM Plasy na úhradu zvýšených nákladů na úpravu zevnějšku v souvislosti se zastupováním města na veřejných občanských obřadech a v souvislosti s přijímáním prohlášení o uzavření manželství, a to ve výši 300,-kč za každý jednotlivý obřad, kdy pověřený člen ZM tuto Činnost vykonával;Kouba Tomáš;yes;inferred by count balance;13;0;2;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-004;2022-11-23;2;Příspěvek na úhradu zvýšených nákladů na úpravu zevnějšku;ZM schvaluje v souladu s ust. § 80 a ust. § 84 odst. 2 písm. O) zákona č. 128/2000 Sb., o obcích v platném znění, příspěvek pro uvolněné a neuvolněné členy ZM Plasy na úhradu zvýšených nákladů na úpravu zevnějšku v souvislosti se zastupováním města na veřejných občanských obřadech a v souvislosti s přijímáním prohlášení o uzavření manželství, a to ve výši 300,-kč za každý jednotlivý obřad, kdy pověřený člen ZM tuto Činnost vykonával;Kovářík Petr;yes;inferred by count balance;13;0;2;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-004;2022-11-23;2;Příspěvek na úhradu zvýšených nákladů na úpravu zevnějšku;ZM schvaluje v souladu s ust. § 80 a ust. § 84 odst. 2 písm. O) zákona č. 128/2000 Sb., o obcích v platném znění, příspěvek pro uvolněné a neuvolněné členy ZM Plasy na úhradu zvýšených nákladů na úpravu zevnějšku v souvislosti se zastupováním města na veřejných občanských obřadech a v souvislosti s přijímáním prohlášení o uzavření manželství, a to ve výši 300,-kč za každý jednotlivý obřad, kdy pověřený člen ZM tuto Činnost vykonával;Neuman Petr;yes;inferred by count balance;13;0;2;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-004;2022-11-23;2;Příspěvek na úhradu zvýšených nákladů na úpravu zevnějšku;ZM schvaluje v souladu s ust. § 80 a ust. § 84 odst. 2 písm. O) zákona č. 128/2000 Sb., o obcích v platném znění, příspěvek pro uvolněné a neuvolněné členy ZM Plasy na úhradu zvýšených nákladů na úpravu zevnějšku v souvislosti se zastupováním města na veřejných občanských obřadech a v souvislosti s přijímáním prohlášení o uzavření manželství, a to ve výši 300,-kč za každý jednotlivý obřad, kdy pověřený člen ZM tuto Činnost vykonával;Novotný Jiří;abstain;named in minutes;13;0;2;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-004;2022-11-23;2;Příspěvek na úhradu zvýšených nákladů na úpravu zevnějšku;ZM schvaluje v souladu s ust. § 80 a ust. § 84 odst. 2 písm. O) zákona č. 128/2000 Sb., o obcích v platném znění, příspěvek pro uvolněné a neuvolněné členy ZM Plasy na úhradu zvýšených nákladů na úpravu zevnějšku v souvislosti se zastupováním města na veřejných občanských obřadech a v souvislosti s přijímáním prohlášení o uzavření manželství, a to ve výši 300,-kč za každý jednotlivý obřad, kdy pověřený člen ZM tuto Činnost vykonával;Palmová Eliška;yes;inferred by count balance;13;0;2;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-004;2022-11-23;2;Příspěvek na úhradu zvýšených nákladů na úpravu zevnějšku;ZM schvaluje v souladu s ust. § 80 a ust. § 84 odst. 2 písm. O) zákona č. 128/2000 Sb., o obcích v platném znění, příspěvek pro uvolněné a neuvolněné členy ZM Plasy na úhradu zvýšených nákladů na úpravu zevnějšku v souvislosti se zastupováním města na veřejných občanských obřadech a v souvislosti s přijímáním prohlášení o uzavření manželství, a to ve výši 300,-kč za každý jednotlivý obřad, kdy pověřený člen ZM tuto Činnost vykonával;Pfeifer Lukáš;yes;inferred by count balance;13;0;2;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-004;2022-11-23;2;Příspěvek na úhradu zvýšených nákladů na úpravu zevnějšku;ZM schvaluje v souladu s ust. § 80 a ust. § 84 odst. 2 písm. O) zákona č. 128/2000 Sb., o obcích v platném znění, příspěvek pro uvolněné a neuvolněné členy ZM Plasy na úhradu zvýšených nákladů na úpravu zevnějšku v souvislosti se zastupováním města na veřejných občanských obřadech a v souvislosti s přijímáním prohlášení o uzavření manželství, a to ve výši 300,-kč za každý jednotlivý obřad, kdy pověřený člen ZM tuto Činnost vykonával;Škop Michal;yes;inferred by count balance;13;0;2;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-004;2022-11-23;2;Příspěvek na úhradu zvýšených nákladů na úpravu zevnějšku;ZM schvaluje v souladu s ust. § 80 a ust. § 84 odst. 2 písm. O) zákona č. 128/2000 Sb., o obcích v platném znění, příspěvek pro uvolněné a neuvolněné členy ZM Plasy na úhradu zvýšených nákladů na úpravu zevnějšku v souvislosti se zastupováním města na veřejných občanských obřadech a v souvislosti s přijímáním prohlášení o uzavření manželství, a to ve výši 300,-kč za každý jednotlivý obřad, kdy pověřený člen ZM tuto Činnost vykonával;Tyrpeklová Zdenka;yes;inferred by count balance;13;0;2;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-004;2022-11-23;2;Příspěvek na úhradu zvýšených nákladů na úpravu zevnějšku;ZM schvaluje v souladu s ust. § 80 a ust. § 84 odst. 2 písm. O) zákona č. 128/2000 Sb., o obcích v platném znění, příspěvek pro uvolněné a neuvolněné členy ZM Plasy na úhradu zvýšených nákladů na úpravu zevnějšku v souvislosti se zastupováním města na veřejných občanských obřadech a v souvislosti s přijímáním prohlášení o uzavření manželství, a to ve výši 300,-kč za každý jednotlivý obřad, kdy pověřený člen ZM tuto Činnost vykonával;Urbanová Veronika;yes;inferred by count balance;13;0;2;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-005;2022-11-23;2;Volba předsedy kontrolního výboru;ZM volí do fůnkce předsedy Kontrolního výboru ZM Plasy Mgr. Martinu Ježkovou;Belbl Emanuel;yes;inferred by count balance;13;0;2;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-005;2022-11-23;2;Volba předsedy kontrolního výboru;ZM volí do fůnkce předsedy Kontrolního výboru ZM Plasy Mgr. Martinu Ježkovou;Gross Václav;yes;inferred by count balance;13;0;2;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-005;2022-11-23;2;Volba předsedy kontrolního výboru;ZM volí do fůnkce předsedy Kontrolního výboru ZM Plasy Mgr. Martinu Ježkovou;Hanzlíček Zdeněk;abstain;named in minutes;13;0;2;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-005;2022-11-23;2;Volba předsedy kontrolního výboru;ZM volí do fůnkce předsedy Kontrolního výboru ZM Plasy Mgr. Martinu Ježkovou;Ježková Martina;abstain;named in minutes;13;0;2;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-005;2022-11-23;2;Volba předsedy kontrolního výboru;ZM volí do fůnkce předsedy Kontrolního výboru ZM Plasy Mgr. Martinu Ježkovou;Kantor Pořádková Eva;yes;inferred by count balance;13;0;2;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-005;2022-11-23;2;Volba předsedy kontrolního výboru;ZM volí do fůnkce předsedy Kontrolního výboru ZM Plasy Mgr. Martinu Ježkovou;Bezdíčková Jitka;yes;inferred by count balance;13;0;2;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-005;2022-11-23;2;Volba předsedy kontrolního výboru;ZM volí do fůnkce předsedy Kontrolního výboru ZM Plasy Mgr. Martinu Ježkovou;Kouba Tomáš;yes;inferred by count balance;13;0;2;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-005;2022-11-23;2;Volba předsedy kontrolního výboru;ZM volí do fůnkce předsedy Kontrolního výboru ZM Plasy Mgr. Martinu Ježkovou;Kovářík Petr;yes;inferred by count balance;13;0;2;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-005;2022-11-23;2;Volba předsedy kontrolního výboru;ZM volí do fůnkce předsedy Kontrolního výboru ZM Plasy Mgr. Martinu Ježkovou;Neuman Petr;yes;inferred by count balance;13;0;2;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-005;2022-11-23;2;Volba předsedy kontrolního výboru;ZM volí do fůnkce předsedy Kontrolního výboru ZM Plasy Mgr. Martinu Ježkovou;Novotný Jiří;yes;inferred by count balance;13;0;2;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-005;2022-11-23;2;Volba předsedy kontrolního výboru;ZM volí do fůnkce předsedy Kontrolního výboru ZM Plasy Mgr. Martinu Ježkovou;Palmová Eliška;yes;inferred by count balance;13;0;2;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-005;2022-11-23;2;Volba předsedy kontrolního výboru;ZM volí do fůnkce předsedy Kontrolního výboru ZM Plasy Mgr. Martinu Ježkovou;Pfeifer Lukáš;yes;inferred by count balance;13;0;2;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-005;2022-11-23;2;Volba předsedy kontrolního výboru;ZM volí do fůnkce předsedy Kontrolního výboru ZM Plasy Mgr. Martinu Ježkovou;Škop Michal;yes;inferred by count balance;13;0;2;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-005;2022-11-23;2;Volba předsedy kontrolního výboru;ZM volí do fůnkce předsedy Kontrolního výboru ZM Plasy Mgr. Martinu Ježkovou;Tyrpeklová Zdenka;yes;inferred by count balance;13;0;2;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-005;2022-11-23;2;Volba předsedy kontrolního výboru;ZM volí do fůnkce předsedy Kontrolního výboru ZM Plasy Mgr. Martinu Ježkovou;Urbanová Veronika;yes;inferred by count balance;13;0;2;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-006;2022-11-23;2;Volba členů finančního a kontrolního výboru;Zastupitelstvo města Plasy voli za člena kontrolního výboru p. Vlastimila Jurčíka;Belbl Emanuel;yes;inferred by count balance;13;0;2;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-006;2022-11-23;2;Volba členů finančního a kontrolního výboru;Zastupitelstvo města Plasy voli za člena kontrolního výboru p. Vlastimila Jurčíka;Gross Václav;yes;inferred by count balance;13;0;2;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-006;2022-11-23;2;Volba členů finančního a kontrolního výboru;Zastupitelstvo města Plasy voli za člena kontrolního výboru p. Vlastimila Jurčíka;Hanzlíček Zdeněk;abstain;named in minutes;13;0;2;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-006;2022-11-23;2;Volba členů finančního a kontrolního výboru;Zastupitelstvo města Plasy voli za člena kontrolního výboru p. Vlastimila Jurčíka;Ježková Martina;yes;inferred by count balance;13;0;2;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-006;2022-11-23;2;Volba členů finančního a kontrolního výboru;Zastupitelstvo města Plasy voli za člena kontrolního výboru p. Vlastimila Jurčíka;Kantor Pořádková Eva;yes;inferred by count balance;13;0;2;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-006;2022-11-23;2;Volba členů finančního a kontrolního výboru;Zastupitelstvo města Plasy voli za člena kontrolního výboru p. Vlastimila Jurčíka;Bezdíčková Jitka;yes;inferred by count balance;13;0;2;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-006;2022-11-23;2;Volba členů finančního a kontrolního výboru;Zastupitelstvo města Plasy voli za člena kontrolního výboru p. Vlastimila Jurčíka;Kouba Tomáš;yes;inferred by count balance;13;0;2;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-006;2022-11-23;2;Volba členů finančního a kontrolního výboru;Zastupitelstvo města Plasy voli za člena kontrolního výboru p. Vlastimila Jurčíka;Kovářík Petr;yes;inferred by count balance;13;0;2;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-006;2022-11-23;2;Volba členů finančního a kontrolního výboru;Zastupitelstvo města Plasy voli za člena kontrolního výboru p. Vlastimila Jurčíka;Neuman Petr;yes;inferred by count balance;13;0;2;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-006;2022-11-23;2;Volba členů finančního a kontrolního výboru;Zastupitelstvo města Plasy voli za člena kontrolního výboru p. Vlastimila Jurčíka;Novotný Jiří;abstain;named in minutes;13;0;2;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-006;2022-11-23;2;Volba členů finančního a kontrolního výboru;Zastupitelstvo města Plasy voli za člena kontrolního výboru p. Vlastimila Jurčíka;Palmová Eliška;yes;inferred by count balance;13;0;2;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-006;2022-11-23;2;Volba členů finančního a kontrolního výboru;Zastupitelstvo města Plasy voli za člena kontrolního výboru p. Vlastimila Jurčíka;Pfeifer Lukáš;yes;inferred by count balance;13;0;2;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-006;2022-11-23;2;Volba členů finančního a kontrolního výboru;Zastupitelstvo města Plasy voli za člena kontrolního výboru p. Vlastimila Jurčíka;Škop Michal;yes;inferred by count balance;13;0;2;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
2022-11-23-006;2022-11-23;2;Volba členů finančního a kontrolního výboru;Zastupitelstvo města Plasy voli za člena kontrolního výboru p. Vlastimila Jurčíka;Tyrpeklová Zdenka;yes;inferred by count balance;13;0;2;15;https://www.plasy.cz/modules/file_storage/download.php?file=59869648%7C367&inline=1
