vote_event_id,voter_id,voter_type,option
hradec-kralove:vote-event:1,hradec-kralove:person:ales-dohnal,person,yes
hradec-kralove:vote-event:1,hradec-kralove:person:denis-doksansky,person,yes
hradec-kralove:vote-event:1,hradec-kralove:person:romana-durrerova,person,yes
hradec-kralove:vote-event:1,hradec-kralove:person:ilona-dvorakova,person,yes
hradec-kralove:vote-event:1,hradec-kralove:person:jan-fajfr,person,yes
hradec-kralove:vote-event:1,hradec-kralove:person:lukas-fiedler,person,yes
hradec-kralove:vote-event:1,hradec-kralove:person:zdenek-fink,person,yes
hradec-kralove:vote-event:1,hradec-kralove:person:jiri-gelbic,person,yes
hradec-kralove:vote-event:1,hradec-kralove:person:jan-groh,person,absent
hradec-kralove:vote-event:1,hradec-kralove:person:miroslav-hlousek,person,yes
hradec-kralove:vote-event:1,hradec-kralove:person:jan-holasek,person,yes
hradec-kralove:vote-event:1,hradec-kralove:person:alexandr-hrabalek,person,yes
hradec-kralove:vote-event:1,hradec-kralove:person:roman-chlibek,person,yes
hradec-kralove:vote-event:1,hradec-kralove:person:jiri-kos,person,yes
hradec-kralove:vote-event:1,hradec-kralove:person:ivo-kralicek,person,absent
hradec-kralove:vote-event:1,hradec-kralove:person:jan-kriz,person,yes
hradec-kralove:vote-event:1,hradec-kralove:person:pavel-marek,person,yes
hradec-kralove:vote-event:1,hradec-kralove:person:jiri-masek,person,yes
hradec-kralove:vote-event:1,hradec-kralove:person:petr-nebesky,person,yes
hradec-kralove:vote-event:1,hradec-kralove:person:miloslav-nejedly,person,yes
hradec-kralove:vote-event:1,hradec-kralove:person:irena-nemcova,person,yes
hradec-kralove:vote-event:1,hradec-kralove:person:jindrich-outly,person,yes
hradec-kralove:vote-event:1,hradec-kralove:person:ivan-picek,person,yes
hradec-kralove:vote-event:1,hradec-kralove:person:martin-piskac,person,yes
hradec-kralove:vote-event:1,hradec-kralove:person:kamil-podrouzek,person,yes
hradec-kralove:vote-event:1,hradec-kralove:person:lukas-radek,person,yes
hradec-kralove:vote-event:1,hradec-kralove:person:jakub-sofka,person,yes
hradec-kralove:vote-event:1,hradec-kralove:person:pavlina-springerova,person,yes
hradec-kralove:vote-event:1,hradec-kralove:person:jana-sandova,person,yes
hradec-kralove:vote-event:1,hradec-kralove:person:monika-stayrova,person,yes
hradec-kralove:vote-event:1,hradec-kralove:person:andrea-turkova,person,yes
hradec-kralove:vote-event:1,hradec-kralove:person:arnost-urban,person,yes
hradec-kralove:vote-event:1,hradec-kralove:person:pavel-vacek,person,yes
hradec-kralove:vote-event:1,hradec-kralove:person:oldrich-vlasak,person,yes
hradec-kralove:vote-event:1,hradec-kralove:person:pavel-vrbicky,person,yes
