id,name,given_name,family_name,identifiers,sources
hradec-kralove:person:ales-dohnal,Aleš Dohnal,Aleš,Dohnal,"[{""scheme"": ""hradec-kralove:zastupko_id"", ""identifier"": ""1""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""zastupko.fit.vutbr.cz idZastupitel=1""}]"
hradec-kralove:person:denis-doksansky,Denis Doksanský,Denis,Doksanský,"[{""scheme"": ""hradec-kralove:zastupko_id"", ""identifier"": ""2""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""zastupko.fit.vutbr.cz idZastupitel=2""}]"
hradec-kralove:person:romana-durrerova,Romana Dürrerová,Romana,Dürrerová,"[{""scheme"": ""hradec-kralove:zastupko_id"", ""identifier"": ""3""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""zastupko.fit.vutbr.cz idZastupitel=3""}]"
hradec-kralove:person:ilona-dvorakova,Ilona Dvořáková,Ilona,Dvořáková,"[{""scheme"": ""hradec-kralove:zastupko_id"", ""identifier"": ""4""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""zastupko.fit.vutbr.cz idZastupitel=4""}]"
hradec-kralove:person:jan-fajfr,Jan Fajfr,Jan,Fajfr,"[{""scheme"": ""hradec-kralove:zastupko_id"", ""identifier"": ""5""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""zastupko.fit.vutbr.cz idZastupitel=5""}]"
hradec-kralove:person:lukas-fiedler,Lukáš Fiedler,Lukáš,Fiedler,"[{""scheme"": ""hradec-kralove:zastupko_id"", ""identifier"": ""6""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""zastupko.fit.vutbr.cz idZastupitel=6""}]"
hradec-kralove:person:zdenek-fink,Zdeněk Fink,Zdeněk,Fink,"[{""scheme"": ""hradec-kralove:zastupko_id"", ""identifier"": ""7""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""zastupko.fit.vutbr.cz idZastupitel=7""}]"
hradec-kralove:person:jiri-gelbic,Jiří Gelbič,Jiří,Gelbič,"[{""scheme"": ""hradec-kralove:zastupko_id"", ""identifier"": ""8""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""zastupko.fit.vutbr.cz idZastupitel=8""}]"
hradec-kralove:person:jan-groh,Jan Groh,Jan,Groh,"[{""scheme"": ""hradec-kralove:zastupko_id"", ""identifier"": ""9""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""zastupko.fit.vutbr.cz idZastupitel=9""}]"
hradec-kralove:person:miroslav-hlousek,Miroslav Hloušek,Miroslav,Hloušek,"[{""scheme"": ""hradec-kralove:zastupko_id"", ""identifier"": ""10""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""zastupko.fit.vutbr.cz idZastupitel=10""}]"
