id,name,given_name,family_name,identifiers,sources
hradec-kralove:person:jan-holasek,Jan Holásek,Jan,Holásek,"[{""scheme"": ""hradec-kralove:zastupko_id"", ""identifier"": ""11""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""zastupko.fit.vutbr.cz idZastupitel=11""}]"
hradec-kralove:person:alexandr-hrabalek,Alexandr Hrabálek,Alexandr,Hrabálek,"[{""scheme"": ""hradec-kralove:zastupko_id"", ""identifier"": ""12""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""zastupko.fit.vutbr.cz idZastupitel=12""}]"
hradec-kralove:person:roman-chlibek,Roman Chlíbek,Roman,Chlíbek,"[{""scheme"": ""hradec-kralove:zastupko_id"", ""identifier"": ""13""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""zastupko.fit.vutbr.cz idZastupitel=13""}]"
hradec-kralove:person:jiri-kos,Jiří Kos,Jiří,Kos,"[{""scheme"": ""hradec-kralove:zastupko_id"", ""identifier"": ""14""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""zastupko.fit.vutbr.cz idZastupitel=14""}]"
hradec-kralove:person:ivo-kralicek,Ivo Králíček,Ivo,Králíček,"[{""scheme"": ""hradec-kralove:zastupko_id"", ""identifier"": ""15""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""zastupko.fit.vutbr.cz idZastupitel=15""}]"
hradec-kralove:person:jan-kriz,Jan Kříž,Jan,Kříž,"[{""scheme"": ""hradec-kralove:zastupko_id"", ""identifier"": ""16""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""zastupko.fit.vutbr.cz idZastupitel=16""}]"
hradec-kralove:person:pavel-marek,Pavel Marek,Pavel,Marek,"[{""scheme"": ""hradec-kralove:zastupko_id"", ""identifier"": ""17""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""zastupko.fit.vutbr.cz idZastupitel=17""}]"
hradec-kralove:person:jiri-masek,Jiří Mašek,Jiří,Mašek,"[{""scheme"": ""hradec-kralove:zastupko_id"", ""identifier"": ""18""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""zastupko.fit.vutbr.cz idZastupitel=18""}]"
hradec-kralove:person:petr-nebesky,Petr Nebeský,Petr,Nebeský,"[{""scheme"": ""hradec-kralove:zastupko_id"", ""identifier"": ""19""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""zastupko.fit.vutbr.cz idZastupitel=19""}]"
hradec-kralove:person:miloslav-nejedly,Miloslav Nejedlý,Miloslav,Nejedlý,"[{""scheme"": ""hradec-kralove:zastupko_id"", ""identifier"": ""20""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""zastupko.fit.vutbr.cz idZastupitel=20""}]"
hradec-kralove:person:irena-nemcova,Irena Němcová,Irena,Němcová,"[{""scheme"": ""hradec-kralove:zastupko_id"", ""identifier"": ""21""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""zastupko.fit.vutbr.cz idZastupitel=21""}]"
hradec-kralove:person:jindrich-outly,Jindřich Outlý,Jindřich,Outlý,"[{""scheme"": ""hradec-kralove:zastupko_id"", ""identifier"": ""22""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""zastupko.fit.vutbr.cz idZastupitel=22""}]"
hradec-kralove:person:ivan-picek,Ivan Picek,Ivan,Picek,"[{""scheme"": ""hradec-kralove:zastupko_id"", ""identifier"": ""23""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""zastupko.fit.vutbr.cz idZastupitel=23""}]"
hradec-kralove:person:martin-piskac,Martin Piskač,Martin,Piskač,"[{""scheme"": ""hradec-kralove:zastupko_id"", ""identifier"": ""24""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""zastupko.fit.vutbr.cz idZastupitel=24""}]"
hradec-kralove:person:kamil-podrouzek,Kamil Podroužek,Kamil,Podroužek,"[{""scheme"": ""hradec-kralove:zastupko_id"", ""identifier"": ""25""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""zastupko.fit.vutbr.cz idZastupitel=25""}]"
hradec-kralove:person:lukas-radek,Lukáš Řádek,Lukáš,Řádek,"[{""scheme"": ""hradec-kralove:zastupko_id"", ""identifier"": ""26""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""zastupko.fit.vutbr.cz idZastupitel=26""}]"
hradec-kralove:person:jakub-sofka,Jakub Sofka,Jakub,Sofka,"[{""scheme"": ""hradec-kralove:zastupko_id"", ""identifier"": ""27""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""zastupko.fit.vutbr.cz idZastupitel=27""}]"
hradec-kralove:person:pavlina-springerova,Pavlína Springerová,Pavlína,Springerová,"[{""scheme"": ""hradec-kralove:zastupko_id"", ""identifier"": ""28""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""zastupko.fit.vutbr.cz idZastupitel=28""}]"
hradec-kralove:person:jana-sandova,Jana Šandová,Jana,Šandová,"[{""scheme"": ""hradec-kralove:zastupko_id"", ""identifier"": ""29""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""zastupko.fit.vutbr.cz idZastupitel=29""}]"
hradec-kralove:person:monika-stayrova,Monika Štayrová,Monika,Štayrová,"[{""scheme"": ""hradec-kralove:zastupko_id"", ""identifier"": ""30""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""zastupko.fit.vutbr.cz idZastupitel=30""}]"
hradec-kralove:person:andrea-turkova,Andrea Turková,Andrea,Turková,"[{""scheme"": ""hradec-kralove:zastupko_id"", ""identifier"": ""31""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""zastupko.fit.vutbr.cz idZastupitel=31""}]"
hradec-kralove:person:arnost-urban,Arnošt Urban,Arnošt,Urban,"[{""scheme"": ""hradec-kralove:zastupko_id"", ""identifier"": ""32""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""zastupko.fit.vutbr.cz idZastupitel=32""}]"
hradec-kralove:person:pavel-vacek,Pavel Vacek,Pavel,Vacek,"[{""scheme"": ""hradec-kralove:zastupko_id"", ""identifier"": ""33""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""zastupko.fit.vutbr.cz idZastupitel=33""}]"
hradec-kralove:person:oldrich-vlasak,Oldřich Vlasák,Oldřich,Vlasák,"[{""scheme"": ""hradec-kralove:zastupko_id"", ""identifier"": ""34""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""zastupko.fit.vutbr.cz idZastupitel=34""}]"
hradec-kralove:person:pavel-vrbicky,Pavel Vrbický,Pavel,Vrbický,"[{""scheme"": ""hradec-kralove:zastupko_id"", ""identifier"": ""35""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""zastupko.fit.vutbr.cz idZastupitel=35""}]"
hradec-kralove:person:adam-zaruba,Adam Záruba,Adam,Záruba,"[{""scheme"": ""hradec-kralove:zastupko_id"", ""identifier"": ""36""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""zastupko.fit.vutbr.cz idZastupitel=36""}]"
hradec-kralove:person:jan-zeman,Jan Zeman,Jan,Zeman,"[{""scheme"": ""hradec-kralove:zastupko_id"", ""identifier"": ""37""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""zastupko.fit.vutbr.cz idZastupitel=37""}]"
hradec-kralove:person:libuse-friedlova,Libuše Friedlová,Libuše,Friedlová,"[{""scheme"": ""hradec-kralove:zastupko_id"", ""identifier"": ""38""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""zastupko.fit.vutbr.cz idZastupitel=38""}]"
hradec-kralove:person:jana-hulkova,Jana Hůlková,Jana,Hůlková,"[{""scheme"": ""hradec-kralove:zastupko_id"", ""identifier"": ""39""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""zastupko.fit.vutbr.cz idZastupitel=39""}]"
hradec-kralove:person:martin-soukup,Martin Soukup,Martin,Soukup,"[{""scheme"": ""hradec-kralove:zastupko_id"", ""identifier"": ""40""}]","[{""url"": ""https://zastupko.fit.vutbr.cz/flask/hk/zastupitelstvo/9/dataset"", ""note"": ""zastupko.fit.vutbr.cz idZastupitel=40""}]"
